score,id
0.6032800640777743,0
0.6638755744685387,1
0.8696860980219293,2
0.7922704892729462,3
0.5783264241492603,4
0.7525462355748307,5
0.7800643198025698,6
0.8193006603904691,7
0.5926416699884485,8
0.6495223869485476,9
0.6867918736304817,10
0.7841905242896842,11
0.7609167262869665,12
0.7042313388026138,13
0.6618784525541901,14
0.8455641988806388,15
0.6817167774629276,16
0.6734862833175123,17
0.639706491989144,18
0.7028107556452589,19
0.7841027885973397,20
0.8395231254147867,21
0.6704585320079169,22
0.7892433082595036,23
0.863228829524247,24
0.7779700304633408,25
0.7182253344873024,26
0.779996068734357,27
0.933072621225037,28
0.7044967764287386,29
0.7892073120994466,30
0.8081871465119437,31
0.7880597509454043,32
0.8827916273520655,33
0.7362468874777031,34
0.9023391615316843,35
0.6981467835593694,36
0.7934632283807599,37
0.7827692715893949,38
0.5735072780801015,39
0.6296121011355242,40
0.8879875094098012,41
0.649276684137549,42
0.8693899951950087,43
0.7344221599217224,44
0.7384772307636173,45
0.615483655161761,46
0.6973332437245918,47
0.8111193706587051,48
0.5973149382422358,49
0.4752506419744287,50
0.6703223945198409,51
0.7915838831301492,52
0.38543809715841504,53
0.7212921059370405,54
0.5210788276243908,55
0.6505474106163918,56
0.7728204989187479,57
0.8786090240948229,58
0.8265957956543125,59
0.65715859179841,60
0.7014192657591485,61
0.7245073344452353,62
0.5178301166479653,63
0.7025320038375994,64
0.4322496153643882,65
0.6002702969643341,66
0.4878444759560199,67
0.5106018372359652,68
0.5056115179201881,69
0.6036415025851858,70
0.47923504692114427,71
0.6768689276087648,72
0.6683908324100168,73
0.6263003555363578,74
0.5408966996137291,75
0.44823478895410107,76
0.6678703939156898,77
0.5722293724467535,78
0.5268434252184785,79
0.5913568370304481,80
0.6408048892429119,81
0.5487527054381804,82
0.7158418935976902,83
0.6628805198400534,84
0.7627457052060058,85
0.6361354488929709,86
0.6695587015742244,87
0.6912034940211755,88
0.7150659667337191,89
0.7805764683217489,90
0.7719763374121713,91
0.6575850491111955,92
0.6800144731681486,93
0.8037132848017069,94
0.5990572327895696,95
